domain	bias_rating	category	mbfc_ideo
9news.com	least biased	center	0.0
nbc11news.com	least biased	center	0.0
12news.com	least biased	center	0.0
wibw.com	least biased	center	0.0
wifr.com	least biased	center	0.0
247wallst.com	least biased	center	0.0
24ur.com	least biased	center	0.0
38north.org	least biased	center	0.0
audacy.com/1010wins	least biased	center	0.0
join1440.com	least biased	center	0.0
abc7chicago.com	least biased	center	0.0
abc7ny.com	least biased	center	0.0
abc12.com	least biased	center	0.0
news.abs-cbn.com	least biased	center	0.0
actionnewsjax.com	least biased	center	0.0
adfontesmedia.com	least biased	center	0.0
lenconnect.com	left-center	center	-1.0
adweek.com	least biased	center	0.0
africacheck.org	least biased	center	0.0
agdaily.com	least biased	center	0.0
afp.com/en/home	least biased	center	0.0
ansa.it	least biased	center	0.0
agerpres.ro/english	least biased	center	0.0
agweb.com	right-center	center	1.0
ahwatukee.com	least biased	center	0.0
airforcetimes.com	least biased	center	0.0
airwars.org	least biased	center	0.0
alabamanow.com	least biased	center	0.0
alreporter.com	least biased	center	0.0
democratherald.com	least biased	center	0.0
ad.nl	least biased	center	0.0
allafrica.com	least biased	center	0.0
securingdemocracy.gmfus.org	least biased	center	0.0
alloaadvertiser.com	least biased	center	0.0
thealpenanews.com	least biased	center	0.0
amarillo.com	least biased	center	0.0
americanheritage.com	least biased	center	0.0
americanpressinstitute.org	least biased	center	0.0
news.amomama.com	least biased	center	0.0
adn.com	least biased	center	0.0
independentmail.com	least biased	center	0.0
andoveradvertiser.co.uk	least biased	center	0.0
mlive.com/ann-arbor	least biased	center	0.0
arcdigital.media	least biased	center	0.0
ardrossanherald.com	least biased	center	0.0
arenacindependent.com	least biased	center	0.0
arirang.com	least biased	center	0.0
armytimes.com	least biased	center	0.0
arstechnica.com	least biased	center	0.0
courier-tribune.com	least biased	center	0.0
asiatimes.com	least biased	center	0.0
summitdaily.com	least biased	center	0.0
athensmessenger.com	least biased	center	0.0
atlasobscura.com	least biased	center	0.0
auburnpub.com	least biased	center	0.0
aap.com.au	least biased	center	0.0
avenuenews.com	least biased	center	0.0
ayradvertiser.com	least biased	center	0.0
azfamily.com	least biased	center	0.0
babnet.net	least biased	center	0.0
ballot-access.org	least biased	center	0.0
ballotpedia.org/main_page	least biased	center	0.0
barrheadnews.com	least biased	center	0.0
barryanddistrictnews.co.uk	least biased	center	0.0
basingstokegazette.co.uk	least biased	center	0.0
mlive.com/saginaw-bay-city	least biased	center	0.0
beatricedailysun.com	least biased	center	0.0
bnd.com	right-center	center	1.0
benzinga.com	least biased	center	0.0
bestlifeonline.com	least biased	center	0.0
bettergov.org	least biased	center	0.0
bicesteradvertiser.net	least biased	center	0.0
bigcountry995.com	least biased	center	0.0
bignewsnetwork.com	least biased	center	0.0
bigthink.com	least biased	center	0.0
sunherald.com	least biased	center	0.0
pressconnects.com	least biased	center	0.0
biography.com	least biased	center	0.0
bismarcktribune.com	least biased	center	0.0
us.blastingnews.com	least biased	center	0.0
bleepingcomputer.com	least biased	center	0.0
bnonews.com	least biased	center	0.0
bocapost.com	least biased	center	0.0
bonnercountydailybee.com	least biased	center	0.0
bonnersferryherald.com	least biased	center	0.0
boonvilledailynews.com	least biased	center	0.0
bordercountiesadvertizer.co.uk	least biased	center	0.0
borderreport.com	least biased	center	0.0
bordertelegraph.com	least biased	center	0.0
borehamwoodtimes.co.uk	least biased	center	0.0
bournemouthecho.co.uk	least biased	center	0.0
bozemandailychronicle.com	least biased	center	0.0
bracknellnews.co.uk	least biased	center	0.0
thetelegraphandargus.co.uk	least biased	center	0.0
braintreeandwithamtimes.co.uk	least biased	center	0.0
brentwoodlive.co.uk	least biased	center	0.0
bridgemi.com	left-center	center	-1.0
bridgwatermercury.co.uk	least biased	center	0.0
bridportnews.co.uk	least biased	center	0.0
bringmethenews.com	least biased	center	0.0
heraldcourier.com	least biased	center	0.0
bromsgroveadvertiser.co.uk	least biased	center	0.0
theeagle.com	least biased	center	0.0
bucksfreepress.co.uk	least biased	center	0.0
thebuffalocentertribune.com	least biased	center	0.0
buffalonews.com	least biased	center	0.0
bullshido.net	least biased	center	0.0
shawlocal.com/bureau-county-republican	least biased	center	0.0
burnettcountysentinel.com		center	0.0
burnhamandhighbridgeweeklynews.co.uk	least biased	center	0.0
burytimes.co.uk	least biased	center	0.0
business2community.com	least biased	center	0.0
butlercountytimesgazette.com	least biased	center	0.0
butlercountytribune.com	least biased	center	0.0
c-span.org	least biased	center	0.0
calmarcourier.com	least biased	center	0.0
somdnews.com/recorder	least biased	center	0.0
cpac.ca/en	least biased	center	0.0
canoncitydailyrecord.com	least biased	center	0.0
capecodtimes.com	least biased	center	0.0
capecoralbreeze.com	least biased	center	0.0
capitolfax.com	least biased	center	0.0
carrollconews.com	least biased	center	0.0
trib.com	least biased	center	0.0
castanet.net	least biased	center	0.0
tucsonlocalmedia.com/foothillsnews	least biased	center	0.0
philadelphia.cbslocal.com	least biased	center	0.0
cdt.org	least biased	center	0.0
opensecrets.org	least biased	center	0.0
csis.org	least biased	center	0.0
centralfifetimes.com	least biased	center	0.0
myeasternshoremd.com/qa/record_observer	left-center	center	-1.0
chandlernews.com	least biased	center	0.0
postregister.com/messenger	least biased	center	0.0
channelnewsasia.com	least biased	center	0.0
chardandilminsternews.co.uk	least biased	center	0.0
charitynavigator.org	least biased	center	0.0
chathamhouse.org	least biased	center	0.0
timesfreepress.com	least biased	center	0.0
thelandmark.com	least biased	center	0.0
chelmsfordweeklynews.co.uk	least biased	center	0.0
chesterstandard.co.uk	least biased	center	0.0
chicoer.com	least biased	center	0.0
chillicothenews.com	least biased	center	0.0
chinookobserver.com	least biased	center	0.0
chippewa.com	least biased	center	0.0
csmonitor.com	least biased	center	0.0
cincinnati.com	least biased	center	0.0
calgary.citynews.ca	least biased	center	0.0
edmonton.citynews.ca	least biased	center	0.0
halifax.citynews.ca	least biased	center	0.0
kitchener.citynews.ca	least biased	center	0.0
montreal.citynews.ca	least biased	center	0.0
ottawa.citynews.ca	least biased	center	0.0
toronto.citynews.ca	least biased	center	0.0
vancouver.citynews.ca	least biased	center	0.0
winnipeg.citynews.ca	least biased	center	0.0
clactonandfrintongazette.co.uk	least biased	center	0.0
clarindaherald.com	least biased	center	0.0
cctimesdemocrat.com	least biased	center	0.0
claytodayonline.com	least biased	center	0.0
claytonrecord.com	least biased	center	0.0
clreporter.com	least biased	center	0.0
clydebankpost.co.uk	least biased	center	0.0
columbustelegram.com	least biased	center	0.0
cnet.com	least biased	center	0.0
cdapress.com	least biased	center	0.0
ced.org	least biased	center	0.0
cpj.org	least biased	center	0.0
communityimpact.com	least biased	center	0.0
comparitech.com	least biased	center	0.0
independenttribune.com	least biased	center	0.0
concordmonitor.com	least biased	center	0.0
congress.gov	least biased	center	0.0
cbo.gov	least biased	center	0.0
constitutioncenter.org	least biased	center	0.0
consumerreports.org	least biased	center	0.0
cookcountynews-herald.com	least biased	center	0.0
cookpolitical.com	least biased	center	0.0
cotswoldjournal.co.uk	least biased	center	0.0
corriere.it	least biased	center	0.0
coronavirus.gov	least biased	center	0.0
gazettetimes.com	least biased	center	0.0
cfr.org	least biased	center	0.0
countable.com	least biased	center	0.0
countryliving.com	least biased	center	0.0
courthousenews.com	least biased	center	0.0
courttv.com	least biased	center	0.0
covidtracking.com	least biased	center	0.0
cp24.com	least biased	center	0.0
craigdailypress.com	least biased	center	0.0
crainscleveland.com	least biased	center	0.0
crainsdetroit.com	least biased	center	0.0
cravenherald.co.uk	least biased	center	0.0
crestonnews.com	least biased	center	0.0
crookstontimes.com	least biased	center	0.0
cruxnow.com	least biased	center	0.0
ctvnews.ca	least biased	center	0.0
starexponent.com	least biased	center	0.0
cumnockchronicle.com	least biased	center	0.0
dccircuitbreaker.org	least biased	center	0.0
law.com/dailybusinessreview	least biased	center	0.0
dailycamera.com	least biased	center	0.0
messengernews.net	least biased	center	0.0
dailyinterlake.com	least biased	center	0.0
daily-journal.com		center	0.0
dailyjournalonline.com	least biased	center	0.0
dailymaverick.co.za	least biased	center	0.0
nonpareilonline.com	least biased	center	0.0
dailyrecord.com	least biased	center	0.0
godanriver.com	least biased	center	0.0
darientimes.com	least biased	center	0.0
daytondailynews.com	least biased	center	0.0
defensenews.com	least biased	center	0.0
defenseone.com	least biased	center	0.0
shawlocal.com/daily-chronicle	least biased	center	0.0
delcotimes.com	least biased	center	0.0
delawarelive.com	least biased	center	0.0
dbrnews.com	least biased	center	0.0
dentonrc.com	least biased	center	0.0
desmoinesregister.com	least biased	center	0.0
standaard.be	least biased	center	0.0
detik.com	least biased	center	0.0
differencebetween.net	least biased	center	0.0
digi24.ro	least biased	center	0.0
digitaljournal.com	least biased	center	0.0
qconline.com	least biased	center	0.0
dmagazine.com	least biased	center	0.0
doctorswithoutborders.org	least biased	center	0.0
dodgeglobe.com	least biased	center	0.0
dorsetecho.co.uk	least biased	center	0.0
dothaneagle.com	least biased	center	0.0
dpa.com	least biased	center	0.0
ladowntownnews.com	least biased	center	0.0
dudleynews.co.uk	least biased	center	0.0
duluthnewstribune.com	least biased	center	0.0
dumbartonreporter.co.uk	least biased	center	0.0
theeaglegroveeagle.com	least biased	center	0.0
eagletribune.com	least biased	center	0.0
yourobserver.com/east-county	least biased	center	0.0
edp24.co.uk	least biased	center	0.0
eastidahonews.com	least biased	center	0.0
eastvalleytribune.com	least biased	center	0.0
eatthis.com	least biased	center	0.0
leadertelegram.com	least biased	center	0.0
shawlocal.com	least biased	center	0.0
eldoranewspapers.com	least biased	center	0.0
elkodaily.com	least biased	center	0.0
stargazette.com	least biased	center	0.0
elnuevodia.com/english	least biased	center	0.0
yoursun.com/englewood	least biased	center	0.0
goerie.com	least biased	center	0.0
news.err.ee	least biased	center	0.0
dailypress.net	least biased	center	0.0
echo-news.co.uk	least biased	center	0.0
eurasiagroup.net	left-center	center	-1.0
times-standard.com	least biased	center	0.0
everycrsreport.com	least biased	center	0.0
factcheck.org	least biased	center	0.0
factwire.org	least biased	center	0.0
fairmontsentinel.com	least biased	center	0.0
fayobserver.com	least biased	center	0.0
federalnewsnetwork.com	least biased	center	0.0
federaltimes.com	least biased	center	0.0
ft.com	least biased	center	0.0
firstcoastnews.com	least biased	center	0.0
firstdraftnews.org	least biased	center	0.0
sentinelandenterprise.com	least biased	center	0.0
mlive.com/flint	least biased	center	0.0
floridapolitics.com	least biased	center	0.0
jacksonville.com	left-center	center	-1.0
foreignaffairs.com	least biased	center	0.0
foreignpolicy.com	least biased	center	0.0
shawlocal.com/ogle-county-news	least biased	center	0.0
ftleavenworthlamp.com	least biased	center	0.0
fortmorgantimes.com	least biased	center	0.0
fosters.com	least biased	center	0.0
fourstateshomepage.com	least biased	center	0.0
france24.com/en	least biased	center	0.0
thefranklinnewspost.com	least biased	center	0.0
fredericksburg.com	least biased	center	0.0
fredericknewspost.com	least biased	center	0.0
fremonttribune.com	least biased	center	0.0
advocate-news.com	least biased	center	0.0
fullfact.org	least biased	center	0.0
news.gallup.com	least biased	center	0.0
gctelegram.com	least biased	center	0.0
garnerleader.com	least biased	center	0.0
geek.com	least biased	center	0.0
geekwire.com	least biased	center	0.0
gilbertsunnews.com	least biased	center	0.0
sun-courier.com	least biased	center	0.0
gladstonedispatch.com	least biased	center	0.0
glendalestar.com	least biased	center	0.0
postindependent.com	least biased	center	0.0
globalintegrity.org	least biased	center	0.0
globalsecurity.org	least biased	center	0.0
globalslaveryindex.org	least biased	center	0.0
globegazette.com	least biased	center	0.0
goodnewsnetwork.org	least biased	center	0.0
gao.gov	least biased	center	0.0
govtrack.us	least biased	center	0.0
granitefallsnews.com	least biased	center	0.0
thegraftonnews.com	least biased	center	0.0
theindependent.com	least biased	center	0.0
graydc.com	least biased	center	0.0
greatfallstribune.com	least biased	center	0.0
greenbaypressgazette.com	least biased	center	0.0
greenvilleonline.com	least biased	center	0.0
ground.news	least biased	center	0.0
group30.org	least biased	center	0.0
presstelegram.com/the-grunion	least biased	center	0.0
news.ycombinator.com	least biased	center	0.0
standardspeaker.com	least biased	center	0.0
hiawathaworldonline.com	least biased	center	0.0
hamburgreporter.com	least biased	center	0.0
journal-news.com	least biased	center	0.0
hamptonchronicle.com	least biased	center	0.0
hanfordsentinel.com	least biased	center	0.0
hbr.org	least biased	center	0.0
news.harvard.edu	least biased	center	0.0
hastingstribune.com	least biased	center	0.0
hdnews.net	least biased	center	0.0
healthcarefinancenews.com	least biased	center	0.0
herald-review.com	least biased	center	0.0
heritagedaily.com	least biased	center	0.0
dailybreeze.com	least biased	center	0.0
heterodoxacademy.org	least biased	center	0.0
hickoryrecord.com	least biased	center	0.0
holsteinadvance.com	least biased	center	0.0
homelandsecuritynewswire.com	least biased	center	0.0
howstuffworks.com	least biased	center	0.0
howtogeek.com	least biased	center	0.0
i24news.tv	least biased	center	0.0
idacountycourier.com	least biased	center	0.0
postregister.com	least biased	center	0.0
idahostatesman.com	least biased	center	0.0
inc.com	least biased	center	0.0
examiner.net	least biased	center	0.0
helenair.com	least biased	center	0.0
ivn.us	least biased	center	0.0
indexmundi.com	least biased	center	0.0
indystar.com	least biased	center	0.0
dailybulletin.com	least biased	center	0.0
iwpr.org	least biased	center	0.0
icij.org	least biased	center	0.0
iea.org	least biased	center	0.0
cambridge.org/core/journals/international-organization	least biased	center	0.0
ipi.media	least biased	center	0.0
rescue.org	least biased	center	0.0
ire.org	least biased	center	0.0
investing.com	least biased	center	0.0
investopedia.com	least biased	center	0.0
ipsos.com	least biased	center	0.0
ironmountaindailynews.com	least biased	center	0.0
mlive.com/jackson	least biased	center	0.0
jaxdailyrecord.com	least biased	center	0.0
janes.com	least biased	center	0.0
japantimes.co.jp	least biased	center	0.0
newtondailynews.com/jasper-county-tribune	least biased	center	0.0
jdsupra.com	least biased	center	0.0
jta.org	least biased	center	0.0
journalgazette.net	least biased	center	0.0
justia.com	least biased	center	0.0
justicedenied.org	least biased	center	0.0
kaaltv.com	least biased	center	0.0
abc7.com	least biased	center	0.0
kadn.com	least biased	center	0.0
kagstv.com	least biased	center	0.0
kait8.com	least biased	center	0.0
mlive.com/kalamazoo	least biased	center	0.0
kalb.com	least biased	center	0.0
everythinglubbock.com	least biased	center	0.0
myhighplains.com	least biased	center	0.0
shawlocal.com/kane-county-chronicle	least biased	center	0.0
yaktrinews.com	least biased	center	0.0
myarklamiss.com	least biased	center	0.0
kare11.com	least biased	center	0.0
kark.com	least biased	center	0.0
katc.com	least biased	center	0.0
alaskasnewssource.com	least biased	center	0.0
newschannel6now.com	least biased	center	0.0
crossroadstoday.com	least biased	center	0.0
kbjr6.com	least biased	center	0.0
12newsnow.com	least biased	center	0.0
kbtx.com	least biased	center	0.0
siouxlandproud.com	least biased	center	0.0
kcbd.com	least biased	center	0.0
kcci.com	least biased	center	0.0
thedenverchannel.com	least biased	center	0.0
kcentv.com	least biased	center	0.0
newspressnow.com	least biased	center	0.0
kcrg.com	least biased	center	0.0
q13fox.com	least biased	center	0.0
kcra.com	least biased	center	0.0
kctv5.com	least biased	center	0.0
wyomingnewsnow.tv	least biased	center	0.0
cw33.com	least biased	center	0.0
cbs4local.com	right-center	center	1.0
fox4news.com	least biased	center	0.0
kdrv.com	least biased	center	0.0
kdvr.com	least biased	center	0.0
kearneyhub.com	least biased	center	0.0
keloland.com	least biased	center	0.0
shawlocal.com/kendall-county-now	least biased	center	0.0
kens5.com	least biased	center	0.0
myeasternshoremd.com/qa	least biased	center	0.0
turnto23.com	least biased	center	0.0
kesq.com	least biased	center	0.0
ketk.com	least biased	center	0.0
ketv.com	least biased	center	0.0
blackhillsfox.com	least biased	center	0.0
keyc.com	least biased	center	0.0
cbsaustin.com	right-center	center	1.0
keyt.com	least biased	center	0.0
keysnews.com	least biased	center	0.0
kezi.com	least biased	center	0.0
nonstoplocal.com/great-falls-helena	least biased	center	0.0
newschannel10.com	least biased	center	0.0
texomashomepage.com	least biased	center	0.0
cbs8.com	least biased	center	0.0
nwahomepage.com	least biased	center	0.0
kfvs12.com	least biased	center	0.0
kfyrtv.com	least biased	center	0.0
kget.com	least biased	center	0.0
hawaiinewsnow.com	least biased	center	0.0
kgns.tv	least biased	center	0.0
yourcentralvalley.com	least biased	center	0.0
10news.com	least biased	center	0.0
kgun9.com	least biased	center	0.0
kgw.com	least biased	center	0.0
4029tv.com	least biased	center	0.0
khits.com	least biased	center	0.0
yourbigsky.com	least biased	center	0.0
khon2.com	least biased	center	0.0
khou.com	least biased	center	0.0
nonstoplocal.com/spokane	least biased	center	0.0
actionnewsnow.com	least biased	center	0.0
cw39.com	least biased	center	0.0
myfoxzone.com	least biased	center	0.0
kiem-tv.com	least biased	center	0.0
localnews8.com	least biased	center	0.0
kiiitv.com	least biased	center	0.0
knopnews2.com	least biased	center	0.0
kimt.com	least biased	center	0.0
king5.com	least biased	center	0.0
dailyfreeman.com	least biased	center	0.0
kion546.com	least biased	center	0.0
kiowacountysignal.com	least biased	center	0.0
kiplinger.com	least biased	center	0.0
kiro7.com	least biased	center	0.0
kitv.com	least biased	center	0.0
kivitv.com	least biased	center	0.0
kjct8.com	least biased	center	0.0
kjrh.com	least biased	center	0.0
kktv.com	least biased	center	0.0
8newsnow.com	least biased	center	0.0
klax-tv.com	least biased	center	0.0
klfy.com	least biased	center	0.0
ourquadcities.com	least biased	center	0.0
fox16.com	least biased	center	0.0
kltv.com	least biased	center	0.0
kmbc.com	least biased	center	0.0
yourbasin.com	least biased	center	0.0
abc17news.com	least biased	center	0.0
kmov.com	least biased	center	0.0
nbcnebraskascottsbluff.com	least biased	center	0.0
3newsnow.com	least biased	center	0.0
kmvt.com	least biased	center	0.0
nonstoplocal.com/tri-cities-yakima	least biased	center	0.0
knoe.com	least biased	center	0.0
1011np.com	least biased	center	0.0
knowyourmeme.com	least biased	center	0.0
knowherenews.com		center	0.0
knoxnews.com	least biased	center	0.0
abc15.com	least biased	center	0.0
koaa.com	least biased	center	0.0
koamnewsnow.com	least biased	center	0.0
koat.com	least biased	center	0.0
kob.com	least biased	center	0.0
koin.com	least biased	center	0.0
fox23.com	least biased	center	0.0
kold.com	least biased	center	0.0
1011now.com	least biased	center	0.0
kolotv.com	least biased	center	0.0
ozarksfirst.com	least biased	center	0.0
kompas.com	least biased	center	0.0
cbs7.com	least biased	center	0.0
kotatv.com	least biased	center	0.0
newson6.com	least biased	center	0.0
kpax.com	least biased	center	0.0
kristv.com	least biased	center	0.0
kplctv.com	least biased	center	0.0
click2houston.com	least biased	center	0.0
kptv.com	least biased	center	0.0
kpvi.com	least biased	center	0.0
bigcountryhomepage.com	least biased	center	0.0
krdo.com	least biased	center	0.0
krem.com	least biased	center	0.0
fox26houston.com	least biased	center	0.0
kron4.com	least biased	center	0.0
krqe.com	least biased	center	0.0
krtv.com	least biased	center	0.0
ksat.com	least biased	center	0.0
fox10phoenix.com	least biased	center	0.0
ksbw.com	least biased	center	0.0
ksdk.com	least biased	center	0.0
dakotanewsnow.com	least biased	center	0.0
kshb.com	least biased	center	0.0
ksl.com	least biased	center	0.0
ksla.com	least biased	center	0.0
ksnblocal4.com	least biased	center	0.0
ksnt.com	least biased	center	0.0
ksn.com	least biased	center	0.0
ky3.com	least biased	center	0.0
kstp.com	least biased	center	0.0
fox13now.com	least biased	center	0.0
fox5sandiego.com	least biased	center	0.0
kswo.com	least biased	center	0.0
arklatexhomepage.com	least biased	center	0.0
fox7austin.com	least biased	center	0.0
ktbs.com	least biased	center	0.0
ktvb.com	least biased	center	0.0
ktiv.com	least biased	center	0.0
ktla.com	least biased	center	0.0
nonstoplocal.com/missoula	least biased	center	0.0
ktnv.com	least biased	center	0.0
ktre.com	least biased	center	0.0
ktsm.com	least biased	center	0.0
kttc.com	least biased	center	0.0
foxla.com	least biased	center	0.0
webcenterfairbanks.com	least biased	center	0.0
ktvh.com	least biased	center	0.0
fox2now.com	least biased	center	0.0
ktvq.com	least biased	center	0.0
ktvu.com	least biased	center	0.0
abc4.com	least biased	center	0.0
ktvz.com	least biased	center	0.0
fox40.com	least biased	center	0.0
nonstoplocal.com/billings	least biased	center	0.0
valleycentral.com	least biased	center	0.0
kvia.com	least biased	center	0.0
kvoa.com	least biased	center	0.0
kvue.com	least biased	center	0.0
fox5vegas.com	least biased	center	0.0
kwch.com	least biased	center	0.0
newswest9.com	least biased	center	0.0
fox44news.com	least biased	center	0.0
weau.com	least biased	center	0.0
news9.com	least biased	center	0.0
kwtx.com	least biased	center	0.0
kwwl.com	least biased	center	0.0
nonstoplocal.com/butte-bozeman	least biased	center	0.0
kxan.com	least biased	center	0.0
kxii.com	least biased	center	0.0
kxlf.com	least biased	center	0.0
kxlh.com	least biased	center	0.0
kxly.com	least biased	center	0.0
kxnet.com	least biased	center	0.0
fox21news.com	least biased	center	0.0
abc10.com	least biased	center	0.0
kxxv.com	least biased	center	0.0
kyma.com	least biased	center	0.0
kyoutv.com	least biased	center	0.0
cbs19.tv	least biased	center	0.0
lacrossetribune.com	least biased	center	0.0
ledevoir.com	least biased	center	0.0
lahainanews.com	least biased	center	0.0
thegraphic-advocate.com	least biased	center	0.0
lakecountypress.news	least biased	center	0.0
record-bee.com	least biased	center	0.0
lakegenevanews.net	least biased	center	0.0
hometownsource.com/sun_thisweek	left-center	leftcenter	-1.0
lalibre.be	least biased	center	0.0
lancashiretelegraph.co.uk	least biased	center	0.0
thereporteronline.com	least biased	center	0.0
lansingstatejournal.com	least biased	center	0.0
shawlocal.com/news-tribune	least biased	center	0.0
shawlocal.com/mywebtimes	least biased	center	0.0
lcsun-news.com	least biased	center	0.0
law.com	least biased	center	0.0
law360.com	least biased	center	0.0
lawfareblog.com	least biased	center	0.0
www2.ljworld.com	least biased	center	0.0
leadstories.com	least biased	center	0.0
shawlocal.com/lake-county-journal	least biased	center	0.0
ogdenreporter.com	least biased	center	0.0
leavenworthtimes.com	least biased	center	0.0
ldnews.com	least biased	center	0.0
lebanon-express.com	least biased	center	0.0
ledroit.com	least biased	center	0.0
wellingtondailynews.com	least biased	center	0.0
lesoir.be	least biased	center	0.0
lexch.com	least biased	center	0.0
journalstar.com	least biased	center	0.0
linncountyleader.com	least biased	center	0.0
lrt.lt/en/news-in-english	least biased	center	0.0
liveuamap.com	least biased	center	0.0
lancasteronline.com	least biased	center	0.0
logically.ai	least biased	center	0.0
lompocrecord.com	least biased	center	0.0
presstelegram.com	least biased	center	0.0
yourobserver.com/longboat-key	least biased	center	0.0
timescall.com	least biased	center	0.0
news-journal.com	least biased	center	0.0
morningjournal.com	least biased	center	0.0
reporterherald.com	least biased	center	0.0
lovelycitizen.com	least biased	center	0.0
lowellsun.com	least biased	center	0.0
newsadvance.com	least biased	center	0.0
macombdaily.com	least biased	center	0.0
macrotrends.net	least biased	center	0.0
madridregisternews.com	least biased	center	0.0
makeuseof.com	least biased	center	0.0
mapleridgenews.com	left-center	center	-1.0
tucsonlocalmedia.com/marana	least biased	center	0.0
marinij.com	least biased	center	0.0
marshallnews.com	least biased	center	0.0
emountainwave.com	least biased	center	0.0
timesrepublican.com	least biased	center	0.0
martinsvillebulletin.com	least biased	center	0.0
mcdowellnews.com	least biased	center	0.0
mcphersonsentinel.com	least biased	center	0.0
mediapost.com	least biased	center	0.0
memeorandum.com	least biased	center	0.0
commercialappeal.com	least biased	center	0.0
mendocinobeacon.com	least biased	center	0.0
mentalfloss.com		center	0.0
myrecordjournal.com	least biased	center	0.0
merionwest.com	least biased	center	0.0
themesatribune.com	least biased	center	0.0
metrowestdailynews.com	least biased	center	0.0
newsnationnow.com	least biased	center	0.0
republic-online.com	least biased	center	0.0
military.com	least biased	center	0.0
militarytimes.com	least biased	center	0.0
millburysutton.com	least biased	center	0.0
livemint.com	least biased	center	0.0
missoulian.com	least biased	center	0.0
mlive.com	least biased	center	0.0
modernhealthcare.com	least biased	center	0.0
outlooknewspaper.com	least biased	center	0.0
monroenews.com	left-center	center	-1.0
thenewsstar.com	left-center	center	-1.0
mtstandard.com	least biased	center	0.0
montenews.com	least biased	center	0.0
mooresvilletribune.com	least biased	center	0.0
morganton.com	least biased	center	0.0
morningconsult.com	least biased	center	0.0
shawlocal.com/morris-herald-news	least biased	center	0.0
flippinonline.com	least biased	center	0.0
themorningsun.com	least biased	center	0.0
munisingbeacon.com	least biased	center	0.0
muscatinejournal.com	least biased	center	0.0
mlive.com/news/muskegon	least biased	center	0.0
mynewsla.com	least biased	center	0.0
napavalleyregister.com	least biased	center	0.0
nber.org	least biased	center	0.0
ncsl.org		center	0.0
followthemoney.org	least biased	center	0.0
nationaljournal.com	least biased	center	0.0
nationmaster.com	least biased	center	0.0
navytimes.com	least biased	center	0.0
ncnewspress.com	least biased	center	0.0
theneed2know.com		center	0.0
newarkpostonline.com	least biased	center	0.0
necn.com	least biased	center	0.0
newfolks.com	least biased	center	0.0
nzherald.co.nz	least biased	center	0.0
newsandnews.com	least biased	center	0.0
kfor.com	least biased	center	0.0
nfn	least biased	center	0.0
newslookup.com	least biased	center	0.0
news24.com	least biased	center	0.0
newsela.com	least biased	center	0.0
newsguardtech.com	least biased	center	0.0
newsnetmedia.com	least biased	center	0.0
newsnow.co.uk	least biased	center	0.0
nst.com.my		center	0.0
newtondailynews.com	least biased	center	0.0
nujournal.com	least biased	center	0.0
nextgov.com	least biased	center	0.0
nknews.org	least biased	center	0.0
nolabels.org	least biased	center	0.0
noozhawk.com	least biased	center	0.0
norfolkdailynews.com	least biased	center	0.0
timesherald.com	least biased	center	0.0
northkoreatimes.com	least biased	center	0.0
nptelegraph.com	least biased	center	0.0
yoursun.com/northport	least biased	center	0.0
northtamatelegraph.com	least biased	center	0.0
nwfdailynews.com	least biased	center	0.0
shawlocal.com/northwest-herald	least biased	center	0.0
nwitimes.com	least biased	center	0.0
novinite.com	least biased	center	0.0
theoaklandpress.com	least biased	center	0.0
ogemawherald.com	least biased	center	0.0
ontheissues.org	least biased	center	0.0
oanow.com	least biased	center	0.0
openmindmag.org	least biased	center	0.0
oregonlive.com	least biased	center	0.0
ormondbeachobserver.com	least biased	center	0.0
orovillemr.com	least biased	center	0.0
osceolaiowa.com	least biased	center	0.0
oscodaherald.com	least biased	center	0.0
ottawaherald.com	least biased	center	0.0
oxfordmail.co.uk	least biased	center	0.0
oyez.org	least biased	center	0.0
guampdn.com	least biased	center	0.0
pa.media	least biased	center	0.0
parkersburgeclipse.com	least biased	center	0.0
parkrecord.com	least biased	center	0.0
pasadenastarnews.com	least biased	center	0.0
patch.com	least biased	center	0.0
patheos.com	least biased	center	0.0
pnj.com	least biased	center	0.0
pjstar.com	least biased	center	0.0
peoriatimes.com	least biased	center	0.0
pgpf.org	least biased	center	0.0
piie.com	least biased	center	0.0
pewresearch.org	least biased	center	0.0
placesjournal.org	least biased	center	0.0
plus.maths.org	least biased	center	0.0
starheraldnews.com	least biased	center	0.0
poconorecord.com	least biased	center	0.0
politicalwire.com	least biased	center	0.0
politicshome.com	least biased	center	0.0
polygraph.info		center	0.0
pontevedrarecorder.com	least biased	center	0.0
yoursun.com	least biased	center	0.0
postvilleherald.com	least biased	center	0.0
pottsmerc.com	least biased	center	0.0
republicanherald.com	least biased	center	0.0
countytimes.co.uk	least biased	center	0.0
poynter.org	least biased	center	0.0
prnewswire.com	least biased	center	0.0
shawlocal.com/prairie-advocate	least biased	center	0.0
pratttribune.com	least biased	center	0.0
pressofatlanticcity.com	least biased	center	0.0
pressreader.com	least biased	center	0.0
procon.org	least biased	center	0.0
publicpolicypolling.com		center	0.0
prri.org		center	0.0
punchbowl.news	least biased	center	0.0
yoursun.com/puntagorda	least biased	center	0.0
shawlocal.com/putnam-county-record	least biased	center	0.0
qctimes.com		center	0.0
queencreektribune.com	least biased	center	0.0
journaltimes.com	least biased	center	0.0
audacy.com	least biased	center	0.0
rferl.org	least biased	center	0.0
