domain	bias_rating	category	mbfc_ideo
cleveland.com/plaindealer	left-center	leftcenter	-1.0
pressdemocrat.com	left-center	leftcenter	-1.0
punchng.com	left-center	leftcenter	-1.0
thequint.com	left-center	leftcenter	-1.0
northjersey.com	least biased	leftcenter	-1.0
therighting.com	left-center	leftcenter	-1.0
theringer.com	left-center	leftcenter	-1.0
santafenewmexican.com	left-center	leftcenter	-1.0
thesaturdaypaper.com.au	left-center	leftcenter	-1.0
sooeveningnews.com	left-center	leftcenter	-1.0
theskimm.com	left-center	leftcenter	-1.0
stanforddaily.com	left-center	leftcenter	-1.0
thestate.com	left-center	leftcenter	-1.0
sj-r.com	left-center	leftcenter	-1.0
statepress.com	left-center	leftcenter	-1.0
thesunmagazine.org	left-center	leftcenter	-1.0
smh.com.au	left-center	leftcenter	-1.0
thetab.com	left-center	leftcenter	-1.0
thetrace.org	left-center	leftcenter	-1.0
thetyee.ca	left-center	leftcenter	-1.0
thevarsity.ca	left-center	leftcenter	-1.0
theverge.com	left-center	leftcenter	-1.0
pilotonline.com	left-center	leftcenter	-1.0
theweek.co.uk	left-center	leftcenter	-1.0
wilderness.org	left-center	leftcenter	-1.0
thewire.in	left-center	leftcenter	-1.0
thewrap.com	left-center	leftcenter	-1.0
dailycomet.com	left-center	leftcenter	-1.0
timesenterprise.com	left-center	leftcenter	-1.0
trust.org	left-center	leftcenter	-1.0
yorkregion.com/ontario-communities/thornhill	left-center	leftcenter	-1.0
threenow.co.nz	left-center	leftcenter	-1.0
thrillist.com	left-center	leftcenter	-1.0
tiftongazette.com	left-center	leftcenter	-1.0
time.com	left-center	leftcenter	-1.0
timescolonist.com	left-center	leftcenter	-1.0
timesheadline.com	left-center	leftcenter	-1.0
timesofisrael.com	left-center	leftcenter	-1.0
nj.com/times	left-center	leftcenter	-1.0
nola.com	left-center	leftcenter	-1.0
tmz.com	left-center	leftcenter	-1.0
today.com	left-center	leftcenter	-1.0
westerlynews.ca	left-center	leftcenter	-1.0
tomdispatch.com	left-center	leftcenter	-1.0
cjonline.com	left-center	leftcenter	-1.0
thestar.com	left-center	leftcenter	-1.0
truthbetold.news	left-center	leftcenter	-1.0
tuscaloosanews.com	left-center	leftcenter	-1.0
tvanouvelles.ca	left-center	leftcenter	-1.0
typemediacenter.org	left-center	leftcenter	-1.0
uawire.org	left-center	leftcenter	-1.0
undark.org	left-center	leftcenter	-1.0
ucsusa.org	pro-science	leftcenter	-1.0
uft.org	left-center	leftcenter	-1.0
uscis.gov	left-center	leftcenter	-1.0
universitybusiness.com	left-center	leftcenter	-1.0
news.un.org	left-center	leftcenter	-1.0
pravda.com.ua	left-center	leftcenter	-1.0
urban.org	left-center	leftcenter	-1.0
usatoday.com	left-center	leftcenter	-1.0
usnews.com	left-center	leftcenter	-1.0
upr.org	left-center	leftcenter	-1.0
uticaod.com	left-center	leftcenter	-1.0
centerforpolitics.org	left-center	leftcenter	-1.0
valdostadailytimes.com	left-center	leftcenter	-1.0
vancouverislandfreedaily.com	left-center	leftcenter	-1.0
ominecaexpress.com	left-center	leftcenter	-1.0
variety.com	left-center	leftcenter	-1.0
yorkregion.com/ontario-communities/vaughan	left-center	leftcenter	-1.0
vcstar.com	left-center	leftcenter	-1.0
verafiles.org	left-center	leftcenter	-1.0
vibe.com	left-center	leftcenter	-1.0
vice.com	left-center	leftcenter	-1.0
victoriaadvocate.com	left-center	leftcenter	-1.0
victoriabuzz.com	left-center	leftcenter	-1.0
vicnews.com	left-center	leftcenter	-1.0
vvdailypress.com	left-center	leftcenter	-1.0
thedailyjournal.com	left-center	leftcenter	-1.0
virginiamercury.com	left-center	leftcenter	-1.0
visaliatimesdelta.com	left-center	leftcenter	-1.0
vladtv.com	left-center	leftcenter	-1.0
voiceofoc.org	left-center	leftcenter	-1.0
voiceofsandiego.org	left-center	leftcenter	-1.0
votevets.org	left-center	leftcenter	-1.0
vtdigger.org	left-center	leftcenter	-1.0
vulture.com	left-center	leftcenter	-1.0
hometownsource.com/sun_patriot	left-center	leftcenter	-1.0
walesonline.co.uk	left-center	leftcenter	-1.0
walkermn.com	left-center	leftcenter	-1.0
wamu.org	left-center	leftcenter	-1.0
nj.com/warren	left-center	leftcenter	-1.0
southernminn.com/waseca_county_news	left-center	leftcenter	-1.0
washingtonblade.com	left-center	leftcenter	-1.0
washingtonmonthly.com	left-center	leftcenter	-1.0
wola.org	left-center	leftcenter	-1.0
washingtonpost.com	left-center	leftcenter	-1.0
apr.org	left-center	leftcenter	-1.0
waterloochronicle.ca	left-center	leftcenter	-1.0
therecord.com	left-center	leftcenter	-1.0
chicago.cbslocal.com	left-center	leftcenter	-1.0
nbcboston.com	left-center	leftcenter	-1.0
minnesota.cbslocal.com	left-center	leftcenter	-1.0
wellandtribune.ca	left-center	leftcenter	-1.0
westhawaiitoday.com	left-center	leftcenter	-1.0
miami.cbslocal.com	left-center	leftcenter	-1.0
whdh.com	left-center	leftcenter	-1.0
durhamregion.com/ontario-communities/whitby/news	left-center	leftcenter	-1.0
whitehouse.gov	left-center	leftcenter	-1.0
whyy.org	left-center	leftcenter	-1.0
wltribune.com	left-center	leftcenter	-1.0
starnewsonline.com	left-center	leftcenter	-1.0
wikileaks.org	left-center	leftcenter	-1.0
windsornewstoday.ca	left-center	leftcenter	-1.0
wired.com	left-center	leftcenter	-1.0
wishtv.com	left-center	leftcenter	-1.0
wjab.org	left-center	leftcenter	-1.0
atlanta.cbslocal.com	left-center	leftcenter	-1.0
wlrh.org	left-center	leftcenter	-1.0
wnyc.org	left-center	leftcenter	-1.0
wilsoncenter.org	left-center	leftcenter	-1.0
the-daily-record.com	left-center	leftcenter	-1.0
broadenimpact.com/world-policy	left-center	leftcenter	-1.0
worldcrunch.com	left-center	leftcenter	-1.0
weforum.org	left-center	leftcenter	-1.0
worldpress.org	left-center	leftcenter	-1.0
wri.org	left-center	leftcenter	-1.0
6abc.com	left-center	leftcenter	-1.0
nbcwashington.com	left center	leftcenter	-1.0
wsvn.com	left-center	leftcenter	-1.0
tampa.cbslocal.com	left-center	leftcenter	-1.0
nbcmiami.com	left-center	leftcenter	-1.0
wvasfm.org	left-center	leftcenter	-1.0
detroit.cbslocal.com	left-center	leftcenter	-1.0
news.yahoo.com	left-center	leftcenter	-1.0
world.yale.edu/yale-global	left-center	leftcenter	-1.0
ynetnews.com	left-center	leftcenter	-1.0
ydr.com	left-center	leftcenter	-1.0
yorkdispatch.com	left-center	leftcenter	-1.0
yr.media	left-center	leftcenter	-1.0
7news.com.au	right-center	right-center	1.0
9news.com.au	right-center	right-center	1.0
19fortyfive.com	right-center	right-center	1.0
abc.es	right-center	right-center	1.0
theadvocates.org	right-center	right-center	1.0
english.ahram.org.eg	right-center	right-center	1.0
airdrieecho.com	right-center	right-center	1.0
al.com	right-center	right-center	1.0
altoday.com	right-center	right-center	1.0
shelbycountyreporter.com/category/alabaster-news	right-center	right-center	1.0
albertleatribune.com	right-center	right-center	1.0
abqjournal.com	right-center	right-center	1.0
aleteia.org	right-center	right-center	1.0
alexcityoutlook.com	right-center	right-center	1.0
echopress.com	right-center	right-center	1.0
americanactionforum.org	right-center	right-center	1.0
americanaffairsjournal.org	right-center	right-center	1.0
acsh.org	right-center	right-center	1.0
americanfirearms.org	right-center	right-center	1.0
aier.org	right-center	right-center	1.0
americanmilitarynews.com	right-center	right-center	1.0
americasquarterly.org	right-center	right-center	1.0
americustimesrecorder.com	right-center	right-center	1.0
anchoragepress.com	right-center	right-center	1.0
andalusiastarnews.com	right-center	right-center	1.0
angusreid.org	right-center	right-center	1.0
saltwire.com/nova-scotia/communities/annapolis-valley	right-center	right-center	1.0
antiwar.com	right-center	right-center	1.0
hk.appledaily.com	right-center	right-center	1.0
arcamax.com	right-center	right-center	1.0
argusleader.com	right-center	right-center	1.0
arkansasonline.com	right-center	right-center	1.0
israelnationalnews.com	right-center	right-center	1.0
aawsat.com/english	right-center	right-center	1.0
aninews.in	right-center	right-center	1.0
atchisonglobenow.com	right-center	right-center	1.0
atlanticcouncil.org	right-center	right-center	1.0
atmoreadvance.com	right-center	right-center	1.0
newideal.aynrand.org	right-center	right-center	1.0
thepostsearchlight.com	right-center	right-center	1.0
bangkokpost.com	right-center	right-center	1.0
baptiststandard.com	right-center	right-center	1.0
barrons.com	right-center	right-center	1.0
guardonline.com	right-center	right-center	1.0
panolian.com	right-center	right-center	1.0
tj.news/northern-light	right-center	right-center	1.0
beavercreeknewscurrent.com	right-center	right-center	1.0
beinglibertarian.com	right-center	right-center	1.0
bellinghammetronews.com	right-center	right-center	1.0
bemidjipioneer.com	right-center	right-center	1.0
berlingske.dk	right-center	right-center	1.0
bild.de	right-center	right-center	1.0
billingsgazette.com	right-center	right-center	1.0
billofrightsinstitute.org	right-center	right-center	1.0
bipartisanpolicy.org	right-center	right-center	1.0
biznews.com	right-center	right-center	1.0
bnr.nl	right-center	right-center	1.0
bogalusadailynews.com	right-center	right-center	1.0
boomlive.in	right-center	right-center	1.0
bostonherald.com	right-center	right-center	1.0
bgdailynews.com	right-center	right-center	1.0
thecragandcanyon.ca	right-center	right-center	1.0
brainerddispatch.com	right-center	right-center	1.0
breakingdefense.com	right-center	right-center	1.0
thebreakthrough.org	right-center	right-center	1.0
brewtonstandard.com	right-center	right-center	1.0
bryantimes.com	right-center	right-center	1.0
bt.dk	right-center	right-center	1.0
batimes.com.ar	right-center	right-center	1.0
tj.news/bugle-observer	right-center	right-center	1.0
businesslive.co.za	right-center	right-center	1.0
business-standard.com	right-center	right-center	1.0
calgaryherald.com		right-center	1.0
californiaglobe.com	right-center	right-center	1.0
capoliticalreview.com	right-center	right-center	1.0
tj.news/the-tribune	right-center	right-center	1.0
campaignforliberty.org	right-center	right-center	1.0
thecjn.ca	right-center	right-center	1.0
taxpayer.com	right-center	right-center	1.0
saltwire.com/cape-breton	right-center	right-center	1.0
capitalismmagazine.com	right-center	right-center	1.0
leaderpub.com/category/news/cassopolis-news	right-center	right-center	1.0
cato.org	right-center	right-center	1.0
ccn.com	right-center	right-center	1.0
cftni.org	right-center	right-center	1.0
saltwire.com/prince-edward-island	right-center	right-center	1.0
checkyourfact.com	right-center	right-center	1.0
chicagotribune.com	right-center	right-center	1.0
chinadigitaltimes.net	right-center	right-center	1.0
christianitytoday.com	right-center	right-center	1.0
claiborneprogress.net	right-center	right-center	1.0
clantonadvertiser.com	right-center	right-center	1.0
clarin.com	right-center	right-center	1.0
clevelandbanner.com	right-center	right-center	1.0
cochranetimes.com	right-center	right-center	1.0
saltwire.com/nova-scotia	right-center	right-center	1.0
coldlakesun.com	right-center	right-center	1.0
gazette.com	right-center	right-center	1.0
columbiadailyherald.com	left-center	leftcenter	-1.0
crfb.org	right-center	right-center	1.0
newsexaminer.com	right-center	right-center	1.0
cordeledispatch.com	right-center	right-center	1.0
counterextremism.com	right-center	right-center	1.0
alexcityoutlook.com/news/dadeville	right-center	right-center	1.0
dn.se	right-center	right-center	1.0
heraldpalladium.com	right-center	right-center	1.0
dailyherald.com	right-center	right-center	1.0
mininggazette.com	right-center	right-center	1.0
dailypress.com	right-center	right-center	1.0
dailyo.in	right-center	right-center	1.0
dallasnews.com	right-center	right-center	1.0
amnews.com	right-center	right-center	1.0
dcjournal.com	right-center	right-center	1.0
volkskrant.nl	right-center	right-center	1.0
deccanchronicle.com	right-center	right-center	1.0
delgazette.com	right-center	right-center	1.0
demopolistimes.com	right-center	right-center	1.0
denvergazette.com	right-center	right-center	1.0
deseret.com	right-center	right-center	1.0
desertsun.com	right-center	right-center	1.0
dl-online.com	right-center	right-center	1.0
detroitnews.com	right-center	right-center	1.0
deutschland.de	right-center	right-center	1.0
devondispatch.ca	right-center	right-center	1.0
diepresse.com	right-center	right-center	1.0
welt.de	right-center	right-center	1.0
douglascountysentinel.com	right-center	right-center	1.0
leaderpub.com/category/news/dowagiac-news	right-center	right-center	1.0
downsizinggovernment.org	right-center	right-center	1.0
draytonvalleywesternreview.com	right-center	right-center	1.0
drudgereport.com	right-center	right-center	1.0
delawarevalleyjournal.com	right-center	right-center	1.0
registerherald.com	right-center	right-center	1.0
thewetumpkaherald.com/news/eclectic	right-center	right-center	1.0
ecuavisa.com	right-center	right-center	1.0
edmontonexaminer.com	right-center	right-center	1.0
edmontonjournal.com	right-center	right-center	1.0
edmontonsun.com	right-center	right-center	1.0
leaderpub.com/category/news/edwardsburg	right-center	right-center	1.0
elfinanciero.com.mx	right-center	right-center	1.0
thenewsenterprise.com	right-center	right-center	1.0
elmundo.es	right-center	right-center	1.0
eluniverso.com	right-center	right-center	1.0
endtimeheadlines.org	right-center	right-center	1.0
entrepreneur.com	right-center	right-center	1.0
ekirikas.com	right-center	right-center	1.0
expressen.se	right-center	right-center	1.0
fairborndailyherald.com	right-center	right-center	1.0
fairviewpost.com	right-center	right-center	1.0
faithfamilyamerica.com	right-center	right-center	1.0
daily-times.com	right-center	right-center	1.0
longwarjournal.org	right-center	right-center	1.0
financialexpress.com	right-center	right-center	1.0
financialpost.com	right-center	right-center	1.0
firearmsnews.com	right-center	right-center	1.0
firstpost.com	right-center	right-center	1.0
fitchratings.com	right-center	right-center	1.0
fitsnews.com	right	right-center	1.0
forbes.com	right-center	right-center	1.0
fpri.org	right-center	right-center	1.0
thedigitalcourier.com	right-center	right-center	1.0
fbherald.com	right-center	right-center	1.0
fortmcmurraytoday.com	right-center	right-center	1.0
fortsaskatchewanrecord.com	right-center	right-center	1.0
star-telegram.com	right-center	right-center	1.0
fortnightlyreview.co.uk	right-center	right-center	1.0
fortune.com	right-center	right-center	1.0
fee.org	right-center	right-center	1.0
foxbusiness.com	right-center	right-center	1.0
foxillinois.com	right-center	right-center	1.0
state-journal.com	right-center	right-center	1.0
ftimes.com	right-center	right-center	1.0
faz.net/aktuell	right-center	right-center	1.0
dailyjournal.net	right-center	right-center	1.0
franklinnews.org	right-center	right-center	1.0
fraserinstitute.org	right-center	right-center	1.0
tj.news/daily-gleaner	right-center	right-center	1.0
freedomalliance.org		right-center	1.0
freedomhouse.org	right-center	right-center	1.0
fcnews.org	right-center	right-center	1.0
mydailytribune.com	right-center	right-center	1.0
galvnews.com	right-center	right-center	1.0
geo.tv	right-center	right-center	1.0
godupdates.com	right-center	right-center	1.0
newsargus.com	right-center	right-center	1.0
gp.se	right-center	right-center	1.0
grandforksherald.com	right-center	right-center	1.0
grandhaventribune.com	right-center	right-center	1.0
mlive.com/grand-rapids-muskegon	right-center	right-center	1.0
greeleytribune.com	right-center	right-center	1.0
greenfieldreporter.com	right-center	right-center	1.0
greenvilleadvocate.com	right-center	right-center	1.0
dailyadvocate.com	right-center	right-center	1.0
griffindailynews.com	right-center	right-center	1.0
guns.com	right-center	right-center	1.0
saltwire.com/halifax	right-center	right-center	1.0
hammondstar.com	right-center	right-center	1.0
hannaherald.com	right-center	right-center	1.0
times-georgian.com/gateway-beacon	right-center	right-center	1.0
harlanenterprise.net	right-center	right-center	1.0
thesuntimes.com	right-center	right-center	1.0
myheraldreview.com	right-center	right-center	1.0
heraldsun.com.au	right-center	right-center	1.0
hln.be	right-center	right-center	1.0
hidesertstar.com	right-center	right-center	1.0
hpenews.com	right-center	right-center	1.0
highrivertimes.com	right-center	right-center	1.0
timesgazette.com	right-center	right-center	1.0
thehindubusinessline.com	right-center	right-center	1.0
honestreporting.com	right-center	right-center	1.0
hoover.org	right-center	right-center	1.0
humanprogress.org	right-center	right-center	1.0
h-ponline.com	right-center	right-center	1.0
al.com/huntsville	right-center	right-center	1.0
icitizen.com	right-center	right-center	1.0
idahostatejournal.com	right-center	right-center	1.0
iefimerida.gr	right-center	right-center	1.0
ilgiornale.it	right-center	right-center	1.0
amuedge.com/category/homeland-security	right-center	right-center	1.0
india.com	right-center	right-center	1.0
indiatimes.com	right-center	right-center	1.0
indiatoday.in	right-center	right-center	1.0
indiatvnews.com	right-center	right-center	1.0
inforum.com	right-center	right-center	1.0
insidesources.com	right-center	right-center	1.0
theihs.org	right-center	right-center	1.0
interfax.ru	right-center	right-center	1.0
investortimes.com	right-center	right-center	1.0
independent.ie		right-center	1.0
itv.com/news	right-center	right-center	1.0
jamestownsun.com	right-center	right-center	1.0
jpost.com	right-center	right-center	1.0
jessaminejournal.com	right-center	right-center	1.0
jewishbreakingnews.com	right-center	right-center	1.0
jewishjournal.com	right-center	right-center	1.0
jns.org		right-center	1.0
jewishunpacked.com	right-center	right-center	1.0
jonesborosun.com	right-center	right-center	1.0
justfacts.com	right-center	right-center	1.0
justfactsdaily.com	right-center	right-center	1.0
foxkansas.com	right-center	right-center	1.0
foxsanantonio.com	right-center	right-center	1.0
wwmt.com	right-center	right-center	1.0
khaleejtimes.com	right-center	right-center	1.0
katu.com	right-center	right-center	1.0
katv.com	right-center	right-center	1.0
bakersfieldnow.com	right-center	right-center	1.0
kbsi23.com	right-center	right-center	1.0
fox4beaumont.com	right-center	right-center	1.0
siouxlandnews.com	right-center	right-center	1.0
kcby.com	right-center	right-center	1.0
abcstlouis.com	right-center	right-center	1.0
kdsm17.com	right-center	right-center	1.0
nbcmontana.com	right-center	right-center	1.0
kentuckynewera.com	right-center	right-center	1.0
keprtv.com	right-center	right-center	1.0
kfdm.com	right-center	right-center	1.0
kfoxtv.com	right-center	right-center	1.0
cbs2iowa.com	right-center	right-center	1.0
foxnebraska.com	right-center	right-center	1.0
khqa.com	right-center	right-center	1.0
kimatv.com	right-center	right-center	1.0
tj.news/kings-county-record	right-center	right-center	1.0
klewtv.com	right-center	right-center	1.0
kmph.com	right-center	right-center	1.0
nbc16.com	right-center	right-center	1.0
knewz.com	right-center	right-center	1.0
okcfox.com	right-center	right-center	1.0
komonews.com	right-center	right-center	1.0
koreaherald.com	right-center	right-center	1.0
fox42kptm.com	right-center	right-center	1.0
krcgtv.com	right-center	right-center	1.0
mynews4.com	right-center	right-center	1.0
foxreno.com	right-center	right-center	1.0
fox38corpuschristi.com	right-center	right-center	1.0
news3lv.com	right-center	right-center	1.0
ktul.com	right-center	right-center	1.0
ktvl.com	right-center	right-center	1.0
kutv.com	right-center	right-center	1.0
abc7amarillo.com	right-center	right-center	1.0
nebraska.tv	right-center	right-center	1.0
lagrangenews.com	right-center	right-center	1.0
americanpress.com	right-center	right-center	1.0
nacion.com	right-center	right-center	1.0
lanacion.com.ar	right-center	right-center	1.0
valleytimes-news.com	right-center	right-center	1.0
lobservateur.com	right-center	right-center	1.0
lpheralddispatch.com	right-center	right-center	1.0
lmtonline.com	right center	right-center	1.0
reviewjournal.com	right-center	right-center	1.0
learnliberty.org	right-center	right-center	1.0
lebanondemocrat.com	right-center	right-center	1.0
leducrep.com	right-center	right-center	1.0
lefigaro.fr	right-center	right-center	1.0
leicestermercury.co.uk	right-center	right-center	1.0
newstopicnews.com	right-center	right-center	1.0
lexingtoninstitute.org	right-center	right-center	1.0
libertarianism.org	right-center	right-center	1.0
mycouriertribune.com	right-center	right-center	1.0
listverse.com	right-center	right-center	1.0
thecabin.net	right-center	right-center	1.0
lbc.co.uk	right-center	right-center	1.0
standard.co.uk	right-center	right-center	1.0
lfpress.com	right-center	right-center	1.0
dailynews.com	right-center	right-center	1.0
lowndessignal.com	right-center	right-center	1.0
lubbockonline.com	right-center	right-center	1.0
luvernejournal.com	right-center	right-center	1.0
mackinac.org	right-center	right-center	1.0
the-messenger.com	right-center	right-center	1.0
malaymail.com	right-center	right-center	1.0
malaysia-today.net	right-center	right-center	1.0
unionleader.com	right-center	right-center	1.0
manilatimes.net	right-center	right-center	1.0
marginalrevolution.com	right-center	right-center	1.0
chronicle-tribune.com	right-center	right-center	1.0
marketwatch.com	right-center	right-center	1.0
tribunecourier.com	right-center	right-center	1.0
frontiersman.com	right-center	right-center	1.0
mayerthorpefreelancer.com	right-center	right-center	1.0
mayfield-messenger.com	right-center	right-center	1.0
meaww.com	right-center	right-center	1.0
mercatus.org		right-center	1.0
metabunk.org	pro-science	right-center	1.0
metropolisplanet.com	right-center	right-center	1.0
miamivalleytoday.com	right-center	right-center	1.0
middlesboronews.com	right-center	right-center	1.0
tj.news/miramichi-leader	right-center	right-center	1.0
mitchellrepublic.com	right-center	right-center	1.0
al.com/mobile	right-center	right-center	1.0
tj.news/times-and-transcript	right-center	right-center	1.0
enquirerjournal.com	right-center	right-center	1.0
montrealgazette.com	right-center	right-center	1.0
moroccoworldnews.com	right-center	right-center	1.0
m24.ru	right-center	right-center	1.0
mtdemocrat.com	right-center	right-center	1.0
hometownregister.com	right-center	right-center	1.0
mynorthwest.com	right-center	right-center	1.0
nantonnews.com	right-center	right-center	1.0
nationalaffairs.com	right-center	right-center	1.0
nationalinterest.org	right-center	right-center	1.0
nationalpost.com	right-center	right-center	1.0
nos.nl	right-center	right-center	1.0
newbernsj.com	right-center	right-center	1.0
thecouriertimes.com	right-center	right-center	1.0
observer.com	right-center	right-center	1.0
nypost.com	right-center	right-center	1.0
news.com.au	right-center	right-center	1.0
news-gazette.com	right-center	right-center	1.0
newsroom.co.nz	right-center	right-center	1.0
newstalkzb.co.nz	right-center	right-center	1.0
newsweek.com	right-center	right-center	1.0
nhjournal.com	right-center	right-center	1.0
nhk.or.jp	right-center	right-center	1.0
asia.nikkei.com	right-center	right-center	1.0
leaderpub.com	right-center	right-center	1.0
nine.com.au	right-center	right-center	1.0
nj1015.com		right-center	1.0
nwaonline.com	right-center	right-center	1.0
northwestsignal.net	right-center	right-center	1.0
nowentertainment.net	right-center	right-center	1.0
nyteknik.se	right-center	right-center	1.0
oaoa.com	right-center	right-center	1.0
oilprice.com	right-center	right-center	1.0
omaha.com	right-center	right-center	1.0
opendoorsus.org	right-center	right-center	1.0
opposingviews.com	right-center	right-center	1.0
ocregister.com	right-center	right-center	1.0
ottawacitizen.com	right-center	right-center	1.0
ottawasun.com	right-center	right-center	1.0
messenger-inquirer.com	right-center	right-center	1.0
pacificresearch.org	right-center	right-center	1.0
paducahsun.com	right-center	right-center	1.0
paragoulddailypress.com	right-center	right-center	1.0
newsandsentinel.com	right-center	right-center	1.0
parkrapidsenterprise.com	right-center	right-center	1.0
peacecountrysun.com	right-center	right-center	1.0
prrecordgazette.com	right-center	right-center	1.0
shelbycountyreporter.com/category/pelham-news	right-center	right-center	1.0
peninsuladailynews.com	right-center	right-center	1.0
perutribune.com	right-center	right-center	1.0
pinchercreekecho.com	right-center	right-center	1.0
post-gazette.com	right-center	right-center	1.0
triblive.com	right-center	right-center	1.0
mydailyregister.com	right-center	right-center	1.0
policyed.org	right-center	right-center	1.0
politisite.com		right-center	1.0
mydailysentinel.com	right-center	right-center	1.0
portsmouth-dailytimes.com	right-center	right-center	1.0
postbulletin.com		right-center	1.0
prime9ja.com.ng	least biased	right-center	1.0
princegeorgepost.com	right-center	right-center	1.0
pdclarion.com	right-center	right-center	1.0
punjabitribuneonline.com	right-center	right-center	1.0
rstreet.org	right-center	right-center	1.0
rasmussenreports.com	right-center	right-center	1.0
realcleardefense.com		right-center	1.0
realclearinvestigations.com	right-center	right-center	1.0
realclearmarkets.com	right-center	right-center	1.0
realclearpolicy.com		right-center	1.0
realclearpolitics.com	right-center	right-center	1.0
realclearreligion.org		right-center	1.0
reason.com	right-center	right-center	1.0
valleynewslive.com	least biased	right-center	1.0
reforma.com		right-center	1.0
leaderpost.com		right-center	1.0
cato.org/regulation		right-center	1.0
remingtonresearchgroup.com	right-center	right-center	1.0
republicworld.com	right-center	right-center	1.0
richmond.com		right-center	1.0
rrdailyherald.com	right-center	right-center	1.0
rochsent.com	right-center	right-center	1.0
rtlnieuws.nl	right-center	right-center	1.0
couriernews.com	right-center	right-center	1.0
tj.news/telegraph-journal	right-center	right-center	1.0
tj.news/greater-saint-john	right-center	right-center	1.0
srnnews.com		right-center	1.0
sbsun.com		right-center	1.0
sanfordherald.com	right-center	right-center	1.0
thestarphoenix.com		right-center	1.0
savannahnow.com		right-center	1.0
scoperatings.com	right-center	right-center	1.0
thedailycitizen.com	right-center	right-center	1.0
seekingalpha.com	right-center	right-center	1.0
selmatimesjournal.com	right-center	right-center	1.0
themountainpress.com	right-center	right-center	1.0
shelbycountyreporter.com	right-center	right-center	1.0
shelbynews.com	right-center	right-center	1.0
sherwoodparknews.com	right-center	right-center	1.0
sofrep.com	right-center	right-center	1.0
sol.sapo.pt	right-center	right-center	1.0
southwestdailynews.com	right-center	right-center	1.0
sprucegroveexaminer.com	right-center	right-center	1.0
saltwire.com/newfoundland-labrador	right-center	right-center	1.0
twincities.com	right-center	right-center	1.0
theinteriorjournal.com	right-center	right-center	1.0
stonyplainreporter.com	right-center	right-center	1.0
tabletmag.com	right-center	right-center	1.0
times-georgian.com/tallapoosa_journal	right-center	right-center	1.0
tallasseetribune.com	right-center	right-center	1.0
taxfoundation.org	right-center	right-center	1.0
tharawat-magazine.com	right-center	right-center	1.0
algemeiner.com	right-center	right-center	1.0
theamericanconservative.com	right-center	right-center	1.0
theaustralian.com.au	right-center	right-center	1.0
al.com/birmingham	right-center	right-center	1.0
thebrunswicknews.com	right-center	right-center	1.0
thebulwark.com	right-center	right-center	1.0
chattanoogan.com	right-center	right-center	1.0
english.chosun.com	right-center	right-center	1.0
citizen.co.za	right-center	right-center	1.0
couriermail.com.au	right-center	right-center	1.0
thedickinsonpress.com	right-center	right-center	1.0
thedispatch.com	right-center	right-center	1.0
durangoherald.com	right-center	right-center	1.0
elkharttruth.com	right-center	right-center	1.0
thefiscaltimes.com	right-center	right-center	1.0
thegazette.com	right-center	right-center	1.0
theglobeandmail.com	right-center	right-center	1.0
thegraphicleader.com	right-center	right-center	1.0
independent.org	right-center	right-center	1.0
japannews.yomiuri.co.jp	right-center	right-center	1.0
jpost.com/jerusalem-report	right-center	right-center	1.0
jewishpress.com	right-center	right-center	1.0
journal-news.net		right-center	1.0
thelibertarianrepublic.com	right-center	right-center	1.0
nation.com.pk	right-center	right-center	1.0
thenewatlantis.com	right-center	right-center	1.0
thenews.com.pk	right-center	right-center	1.0
theobjectivestandard.com	right-center	right-center	1.0
oklahoman.com	right-center	right-center	1.0
pantagraph.com	right-center	right-center	1.0
post-journal.com	right-center	right-center	1.0
pe.com	right-center	right-center	1.0
tribtown.com	right-center	right-center	1.0
spectator.co.uk	right-center	right-center	1.0
spectator.us	right-center	right-center	1.0
spectatorworld.com	right-center	right-center	1.0
standardmedia.co.ke	right-center	right-center	1.0
straitstimes.com	right-center	right-center	1.0
thestreet.com	right-center	right-center	1.0
theitem.com	right-center	right-center	1.0
thetimesherald.com	right-center	right-center	1.0
timesofindia.indiatimes.com	right-center	right-center	1.0
thetimes.co.uk	right-center	right-center	1.0
tribuneindia.com	right-center	right-center	1.0
washingtoninstitute.org	right-center	right-center	1.0
thewest.com.au	right-center	right-center	1.0
winchesterstar.com	right-center	right-center	1.0
yomiuri.co.jp	right-center	right-center	1.0
times-georgian.com	right-center	right-center	1.0
tnonline.com	right-center	right-center	1.0
timeslive.co.za	right-center	right-center	1.0
thenationaldesk.com	right-center	right-center	1.0
toledoblade.com	right-center	right-center	1.0
tovima.gr	right-center	right-center	1.0
transparentcalifornia.com	right-center	right-center	1.0
tribunnews.com	right-center	right-center	1.0
troymessenger.com	right-center	right-center	1.0
tulsaworld.com	right-center	right-center	1.0
tylerpaper.com	right-center	right-center	1.0
unherd.com	right-center	right-center	1.0
saltwire.com/memberships-annapolis-valley-register-valley-journal-advertiser	right-center	right-center	1.0
valuewalk.com	right-center	right-center	1.0
thecabin.net/vanburen	right-center	right-center	1.0
theprovince.com	right-center	right-center	1.0
vancouversun.com	right-center	right-center	1.0
vaticannews.va	right-center	right-center	1.0
vermilionstandard.com	right-center	right-center	1.0
villages-news.com	right-center	right-center	1.0
times-georgian.com/villa_rican	right-center	right-center	1.0
suncommercial.com	right-center	right-center	1.0
vulcanadvocate.com	right-center	right-center	1.0
