topic	word	if_reasonable_yijing
clinton_controversies	lynch	2.0
general_controversies	document	2.0
general_controversies	agent	2.0
general_controversies	conspiracy	2.0
election_campaign	libertarian	1.0
election_campaign	millennials	2.0
election_campaign	turnout	2.0
clinton_controversies	loretta lynch	2.0
clinton_controversies	huma abedin	2.0
trump_controversies	oval office	1.0
